CustomerID,InvoiceNo,Revenue,AOV,Customer_Value,CLV,CLV_Segment
12577,3,657.8,219.26666666666665,936.7104349162439,936.7104349162439,Medium Value
12578,2,2794.51,1397.255,5969.093974181651,5969.093974181651,High Value
12579,1,440.42,440.42,1881.4807376671276,1881.4807376671276,High Value
12580,1,415.7,415.7,1775.8765329644998,1775.8765329644998,High Value
12581,1,197.71,197.71,844.6200368833564,844.6200368833564,Low Value
12582,2,511.36,255.68,1092.2687321346243,1092.2687321346243,Medium Value
12583,15,7281.38,485.42533333333336,2073.7441856462274,2073.7441856462274,High Value
12584,9,2338.15,259.7944444444445,1109.8456995030995,1109.8456995030995,Medium Value
12585,2,2040.1,1020.05,4357.668649147072,4357.668649147072,High Value
12586,1,196.94,196.94,841.3305855232826,841.3305855232826,Low Value
12587,1,144.0,144.0,615.1701244813278,615.1701244813278,Low Value
12588,1,214.9,214.9,918.0559704933149,918.0559704933149,Medium Value
12589,2,646.68,323.34,1381.3132503457814,1381.3132503457814,Medium Value
12590,2,9864.26,4932.13,21070.132125403412,21070.132125403412,High Value
12591,1,452.84999999999997,452.84999999999997,1934.5818810511755,1934.5818810511755,High Value
12592,2,437.6,218.8,934.7168280313509,934.7168280313509,Medium Value
12593,3,418.1,139.36666666666667,595.376456124174,595.376456124174,Low Value
12594,10,3338.22,333.822,1426.092508990318,1426.092508990318,Medium Value
12596,2,618.27,309.135,1320.6292807745504,1320.6292807745504,Medium Value
12597,4,3811.22,952.805,4070.397017058552,4070.397017058552,High Value
12598,8,3023.08,377.885,1614.330295066851,1614.330295066851,High Value
12599,7,1032.58,147.51142857142855,630.1709991437791,630.1709991437791,Low Value
12600,10,2599.04,259.904,1110.3137224527431,1110.3137224527431,Medium Value
12601,5,577.06,115.41199999999999,493.0417667127708,493.0417667127708,Low Value
12602,1,153.12,153.12,654.1308990318119,654.1308990318119,Low Value
12603,1,739.2,739.2,3157.873305670816,3157.873305670816,High Value
12604,2,254.17999999999998,127.08999999999999,542.9303550023052,542.9303550023052,Low Value
12607,1,1579.51,1579.51,6747.690023052098,6747.690023052098,High Value
12609,3,1126.85,375.6166666666666,1604.6399416013521,1604.6399416013521,High Value
12610,5,2099.54,419.908,1793.8531710465652,1793.8531710465652,High Value
12611,1,1193.32,1193.32,5097.880645458737,5097.880645458737,High Value
12612,1,704.04,704.04,3007.6692669432914,3007.6692669432914,High Value
12613,5,3344.38,668.876,2857.448140156754,2857.448140156754,High Value
12614,1,315.6,315.6,1348.24785615491,1348.24785615491,Medium Value
12615,4,2291.19,572.7975,2446.999370677732,2446.999370677732,High Value
12616,2,713.3,356.65,1523.6140617796218,1523.6140617796218,Medium Value
12617,1,355.53000000000003,355.53000000000003,1518.8294052558783,1518.8294052558783,Medium Value
12618,1,177.31,177.31,757.4709359151683,757.4709359151683,Low Value
12619,9,3641.24,404.5822222222222,1728.3812222734489,1728.3812222734489,High Value
12620,3,1339.41,446.47,1907.3264269248502,1907.3264269248502,High Value
12621,20,13689.67,684.4835,2924.123610419548,2924.123610419548,High Value
12622,1,180.1,180.1,769.389857076994,769.389857076994,Low Value
12623,1,305.1,305.1,1303.3917012448132,1303.3917012448132,Medium Value
12624,2,641.13,320.565,1369.458409405256,1369.458409405256,Medium Value
12625,2,2683.82,1341.91,5732.659317657907,5732.659317657907,High Value
12626,9,6620.48,735.6088888888888,3142.5320260232565,3142.5320260232565,High Value
12627,7,4478.53,639.79,2733.1923190410325,2733.1923190410325,High Value
12628,3,786.46,262.15333333333336,1119.9229076379286,1119.9229076379286,Medium Value
12630,2,1270.88,635.44,2714.6090548639927,2714.6090548639927,High Value
12631,1,640.5,640.5,2736.225449515906,2736.225449515906,High Value
12633,4,2163.98,540.995,2311.138621484555,2311.138621484555,High Value
12635,2,1689.18,844.59,3608.1009405255877,3608.1009405255877,High Value
12637,8,6021.9,752.7375,3215.7057053941908,3215.7057053941908,High Value
12638,1,671.69,671.69,2869.4695896726603,2869.4695896726603,High Value
12639,1,486.1,486.1,2076.6263715998157,2076.6263715998157,High Value
12640,3,1174.58,391.52666666666664,1672.6076963270323,1672.6076963270323,High Value
12641,1,185.9,185.9,794.1675426463809,794.1675426463809,Low Value
12642,3,1013.26,337.75333333333333,1442.8872229906253,1442.8872229906253,Medium Value
12643,6,3344.64,557.4399999999999,2381.391904103273,2381.391904103273,High Value
12644,1,477.90999999999997,477.90999999999997,2041.6385707699399,2041.6385707699399,High Value
12645,4,1775.18,443.795,1895.898787459659,1895.898787459659,High Value
12646,2,1346.97,673.485,2877.13785615491,2877.13785615491,High Value
12647,12,3722.82,310.235,1325.3284970032273,1325.3284970032273,Medium Value
12648,1,318.05,318.05,1358.7142923005995,1358.7142923005995,Medium Value
12649,3,623.51,207.83666666666667,887.8813062855387,887.8813062855387,Low Value
12650,1,314.44,314.44,1343.2923190410327,1343.2923190410327,Medium Value
12651,1,114.0,114.0,487.00968188105116,487.00968188105116,Low Value
12652,1,919.98,919.98,3930.168132780083,3930.168132780083,High Value
12653,2,2209.85,1104.925,4720.255901337021,4720.255901337021,High Value
12654,5,601.98,120.396,514.3334882434301,514.3334882434301,Low Value
12656,5,4051.17,810.234,3461.331601659751,3461.331601659751,High Value
12657,4,1643.18,410.795,1754.9223005993547,1754.9223005993547,High Value
12658,1,686.05,686.05,2930.815721530659,2930.815721530659,High Value
12659,1,91.68,91.68,391.6583125864454,391.6583125864454,Low Value
12660,1,245.1,245.1,1047.07081604426,1047.07081604426,Medium Value
12662,11,3849.7799999999997,349.97999999999996,1495.119723374827,1495.119723374827,Medium Value
12664,9,4881.88,542.4311111111111,2317.273709338661,2317.273709338661,High Value
12665,1,63.0,63.0,269.1369294605809,269.1369294605809,Low Value
12667,1,620.13,620.13,2649.204508990318,2649.204508990318,High Value
12668,4,3807.15,951.7875,4066.050242047026,4066.050242047026,High Value
12669,3,2744.0299999999997,914.6766666666666,3907.5122145381893,3907.5122145381893,High Value
12670,5,2996.05,599.21,2559.833960350392,2559.833960350392,High Value
12672,1,225.9,225.9,965.0481327800829,965.0481327800829,Medium Value
12673,2,610.52,305.26,1304.0752236053481,1304.0752236053481,Medium Value
12674,4,1970.6,492.65,2104.608068234209,2104.608068234209,High Value
12676,6,1331.3899999999999,221.8983333333333,947.9529537421238,947.9529537421238,Medium Value
12678,12,17628.46,1469.0383333333332,6275.753433225756,6275.753433225756,High Value
12679,4,1113.02,278.255,1188.7094651913324,1188.7094651913324,Medium Value
12680,4,862.81,215.7025,921.4842623328722,921.4842623328722,Medium Value
12681,22,13787.54,626.7063636363637,2677.2988314682093,2677.2988314682093,High Value
12682,31,12288.22,396.3941935483871,1693.4018429780335,1693.4018429780335,High Value
12683,15,8476.57,565.1046666666666,2414.135473182726,2414.135473182726,High Value
12684,7,2283.63,326.23285714285714,1393.6715787393796,1393.6715787393796,Medium Value
12685,6,2863.08,477.18,2038.52,2038.52,High Value
12686,1,89.14,89.14,380.80739511295525,380.80739511295525,Low Value
12688,1,4873.81,4873.81,20820.988224988476,20820.988224988476,High Value
12689,2,1247.61,623.805,2664.904163208852,2664.904163208852,High Value
12690,1,389.01,389.01,1661.856459197787,1661.856459197787,High Value
12691,6,1035.8,172.63333333333333,737.4921469187029,737.4921469187029,Low Value
12693,4,855.91,213.9775,914.1150368833563,914.1150368833563,Medium Value
12694,2,869.67,434.835,1857.6215352697095,1857.6215352697095,High Value
12695,4,582.1,145.525,621.6849469801753,621.6849469801753,Low Value
12697,3,957.59,319.19666666666666,1363.6128692177654,1363.6128692177654,Medium Value
12700,4,4939.99,1234.9975,5275.927540341171,5275.927540341171,High Value
12701,2,797.71,398.855,1703.9144444444446,1703.9144444444446,High Value
12702,1,219.0,219.0,935.5712309820193,935.5712309820193,Medium Value
12703,1,283.55,283.55,1211.3297833102813,1211.3297833102813,Medium Value
12704,8,2340.84,292.605,1250.012876901798,1250.012876901798,Medium Value
12705,9,6868.29,763.1433333333333,3260.1595789150147,3260.1595789150147,High Value
12707,1,603.42,603.42,2577.819142461964,2577.819142461964,High Value
12708,10,2712.91,271.291,1158.9591544490547,1158.9591544490547,Medium Value
12709,15,9736.52,649.1013333333334,2772.9704724143235,2772.9704724143235,High Value
12710,3,1149.02,383.00666666666666,1636.2101306285538,1636.2101306285538,High Value
12712,13,4396.13,338.1638461538462,1444.6409398162925,1444.6409398162925,Medium Value
12713,1,848.55,848.55,3625.018118948824,3625.018118948824,High Value
12714,5,4708.86,941.7719999999999,4023.2638782849235,4023.2638782849235,High Value
12715,1,353.86,353.86,1511.6951406177961,1511.6951406177961,Medium Value
12716,2,1053.49,526.745,2250.2624112494236,2250.2624112494236,High Value
12717,2,1030.98,515.49,2202.1808852005533,2202.1808852005533,High Value
12718,1,238.25,238.25,1017.8075149838635,1017.8075149838635,Medium Value
12719,2,644.95,322.475,1377.6179575841402,1377.6179575841402,Medium Value
12720,25,5781.73,231.26919999999998,987.9854343937297,987.9854343937297,Medium Value
12721,6,2656.13,442.68833333333333,1891.1710911326263,1891.1710911326263,High Value
12722,4,997.63,249.4075,1065.472519594283,1065.472519594283,Medium Value
12723,5,725.07,145.014,619.5019474412172,619.5019474412172,Low Value
12724,4,1031.41,257.8525,1101.549684186261,1101.549684186261,Medium Value
12725,1,427.8,427.8,1827.5679114799448,1827.5679114799448,High Value
12726,7,2609.1,372.7285714285714,1592.301956135151,1592.301956135151,High Value
12727,7,3980.7,568.6714285714286,2429.3727326615294,2429.3727326615294,High Value
12728,4,836.33,209.0825,893.2035246657446,893.2035246657446,Low Value
12729,1,453.01,453.01,1935.2654034117104,1935.2654034117104,High Value
12731,12,18895.91,1574.6591666666666,6726.967191486091,6726.967191486091,High Value
12732,1,236.26,236.26,1009.3062056247118,1009.3062056247118,Medium Value
12733,1,383.95,383.95,1640.2400645458736,1640.2400645458736,High Value
12734,1,110.39999999999999,110.39999999999999,471.63042876901795,471.63042876901795,Low Value
12735,2,779.5699999999999,389.78499999999997,1665.1672706316274,1665.1672706316274,High Value
12736,1,234.0,234.0,999.6514522821576,999.6514522821576,Medium Value
12738,1,155.35,155.35,663.6574919317658,663.6574919317658,Low Value
12739,2,1013.04,506.52,2163.8609128630706,2163.8609128630706,High Value
12740,1,427.6,427.6,1826.7135085292762,1826.7135085292762,High Value
12743,2,546.43,273.215,1167.178510834486,1167.178510834486,Medium Value
12744,7,21279.29,3039.8985714285714,12986.49154580781,12986.49154580781,High Value
12747,11,4196.01,381.4554545454546,1629.583329561172,1629.583329561172,High Value
12748,209,33719.73,161.3384210526316,689.240115017835,689.240115017835,Low Value
12749,5,4090.88,818.176,3495.2599428307976,3495.2599428307976,High Value
12750,1,275.88,275.88,1178.5634301521438,1178.5634301521438,Medium Value
12752,1,4366.78,4366.78,18654.948584601196,18654.948584601196,High Value
12753,6,21429.39,3571.565,15257.7783725219,15257.7783725219,High Value
12754,3,3010.7400000000002,1003.58,4287.3085661595205,4287.3085661595205,High Value
12755,2,3811.9500000000003,1905.9750000000001,8142.3533195020755,8142.3533195020755,High Value
12756,1,112.08,112.08,478.80741355463346,478.80741355463346,Low Value
12757,13,7857.1,604.3923076923077,2581.972855268291,2581.972855268291,High Value
12758,2,2791.59,1395.795,5962.856832641771,5962.856832641771,High Value
12759,3,1531.44,510.48,2180.7780912863072,2180.7780912863072,High Value
12762,2,1898.52,949.26,4055.252724757953,4055.252724757953,High Value
12763,2,494.08,247.04,1055.3585246657444,1055.3585246657444,Medium Value
12764,1,1693.88,1693.88,7236.280350391886,7236.280350391886,High Value
12766,7,6989.63,998.5185714285715,4265.6860686293885,4265.6860686293885,High Value
12769,1,1143.6,1143.6,4885.476071922544,4885.476071922544,High Value
12770,1,1351.45,1351.45,5773.414338404795,5773.414338404795,High Value
12772,1,892.47,892.47,3812.6450069156294,3812.6450069156294,High Value
12775,5,1386.04,277.20799999999997,1184.2366657445825,1184.2366657445825,Medium Value
12778,6,822.23,137.03833333333333,585.4297817734747,585.4297817734747,Low Value
12779,8,3981.36,497.67,2126.053582295989,2126.053582295989,High Value
12781,2,826.74,413.37,1765.9227385892116,1765.9227385892116,High Value
12782,5,2330.92,466.184,1991.5449257722453,1991.5449257722453,High Value
12783,6,2225.91,370.98499999999996,1584.8533932687872,1584.8533932687872,High Value
12784,2,574.42,287.21,1226.965357307515,1226.965357307515,Medium Value
12785,1,311.95,311.95,1332.6550023052098,1332.6550023052098,Medium Value
12787,3,463.66,154.55333333333334,660.2541201782695,660.2541201782695,Low Value
12789,1,91.85,91.85,392.3845550945136,392.3845550945136,Low Value
12790,1,324.91999999999996,324.91999999999996,1388.0630336560625,1388.0630336560625,Medium Value
12791,1,192.6,192.6,822.7900414937759,822.7900414937759,Low Value
12792,1,400.53999999999996,400.53999999999996,1711.1127893038265,1711.1127893038265,High Value
12793,2,545.48,272.74,1165.1493038266483,1165.1493038266483,Medium Value
12794,2,860.41,430.205,1837.8421069617334,1837.8421069617334,High Value
12795,1,430.48,430.48,1839.0169110189029,1839.0169110189029,High Value
12797,1,254.03,254.03,1085.219907791609,1085.219907791609,Medium Value
12798,3,6977.04,2325.68,9935.33927155371,9935.33927155371,High Value
12802,1,427.58,427.58,1826.6280682342092,1826.6280682342092,High Value
12808,3,483.65000000000003,161.21666666666667,688.7199784847088,688.7199784847088,Low Value
12809,1,489.31,489.31,2090.339538958045,2090.339538958045,High Value
12811,3,514.85,171.61666666666667,733.1489319194714,733.1489319194714,Low Value
12812,1,229.64,229.64,981.025467957584,981.025467957584,Medium Value
12814,1,125.92,125.92,537.9320977408944,537.9320977408944,Low Value
12815,2,1063.46,531.73,2271.5584047948364,2271.5584047948364,High Value
12816,2,572.2,286.1,1222.2234209313049,1222.2234209313049,Medium Value
12817,1,166.04,166.04,709.3253296449976,709.3253296449976,Low Value
12818,1,1542.08,1542.08,6587.788510834485,6587.788510834485,High Value
12820,4,942.34,235.585,1006.4225956662057,1006.4225956662057,Medium Value
12821,1,92.72,92.72,396.1012079299216,396.1012079299216,Low Value
12822,2,948.88,474.44,2026.8146795758414,2026.8146795758414,High Value
12823,5,1759.5,351.9,1503.3219917012448,1503.3219917012448,Medium Value
12824,1,397.12,397.12,1696.5024988473951,1696.5024988473951,High Value
12826,7,1474.72,210.67428571428573,900.0036567213331,900.0036567213331,Medium Value
12827,3,430.15,143.38333333333333,612.5357153834332,612.5357153834332,Low Value
12828,6,1018.7099999999999,169.785,725.3240248962655,725.3240248962655,Low Value
