CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12524,11,8,4485.72,5,5,5,555,OG-Champions
12526,55,3,1316.66,3,3,4,334,Loyal Customers ;)
12527,83,3,348.71,3,3,2,332,Loyal Customers ;)
12528,11,6,1933.48,5,5,4,554,OG-Champions
12530,31,4,1662.28,4,4,4,444,OG-Champions
12531,16,1,125.22,5,1,1,511,Potential Loyalists ^-^
12532,91,1,349.83,2,1,2,212,Lost Customers -_-
12534,337,1,1089.18,1,1,4,114,Lost Customers -_-
12535,93,2,716.35,2,2,3,223,Lost Customers -_-
12536,31,3,12601.830000000002,4,3,5,435,Loyal Customers ;)
12538,61,1,363.95,3,1,2,312,Promising :)
12539,24,4,5568.35,4,4,5,445,OG-Champions
12540,21,17,13400.24,4,5,5,455,OG-Champions
12541,61,3,981.18,3,3,4,334,Loyal Customers ;)
12544,275,1,372.7,1,1,2,112,Lost Customers -_-
12545,77,2,1000.39,3,2,4,324,Promising :)
12546,48,2,1161.5,3,2,4,324,Promising :)
12547,199,2,207.8,1,2,1,121,Lost Customers -_-
12548,168,1,95.19999999999999,2,1,1,211,Lost Customers -_-
12550,81,1,964.83,3,1,4,314,Promising :)
12551,359,1,168.0,1,1,1,111,Lost Customers -_-
12552,41,2,437.82,4,2,2,422,Potential Loyalists ^-^
12553,1,10,3692.28,5,5,5,555,OG-Champions
12556,34,2,603.71,4,2,3,423,Potential Loyalists ^-^
12557,18,5,11990.960000000001,5,4,5,545,OG-Champions
12558,302,1,269.96,1,1,2,112,Lost Customers -_-
12559,312,2,561.71,1,2,3,123,Lost Customers -_-
12560,114,3,2134.0099999999998,2,3,5,235,At Risk :(
12561,70,1,238.85,3,1,1,311,Promising :)
12562,24,7,3781.7400000000002,4,5,5,455,OG-Champions
12564,263,1,456.9,1,1,2,112,Lost Customers -_-
12565,290,1,145.92,1,1,1,111,Lost Customers -_-
12566,88,1,351.65,3,1,2,312,Promising :)
12567,24,10,9401.28,4,5,5,455,OG-Champions
12569,1,32,4124.69,5,5,5,555,OG-Champions
12571,41,2,519.61,4,2,3,423,Potential Loyalists ^-^
12572,53,2,1020.42,3,2,4,324,Promising :)
12573,229,1,160.54,1,1,1,111,Lost Customers -_-
12574,317,1,218.45,1,1,1,111,Lost Customers -_-
12576,131,5,1315.83,2,4,4,244,At Risk :(
12577,244,3,657.8,1,3,3,133,At Risk :(
12578,23,2,2794.51,4,2,5,425,Potential Loyalists ^-^
12579,80,1,440.42,3,1,2,312,Promising :)
12580,160,1,415.7,2,1,2,212,Lost Customers -_-
12581,41,1,197.71,4,1,1,411,Potential Loyalists ^-^
12582,240,2,511.36,1,2,3,123,Lost Customers -_-
12583,1,15,7281.38,5,5,5,555,OG-Champions
12584,19,9,2338.15,5,5,5,555,OG-Champions
12585,236,2,2040.1,1,2,4,124,Lost Customers -_-
12586,19,1,196.94,5,1,1,511,Potential Loyalists ^-^
12587,302,1,144.0,1,1,1,111,Lost Customers -_-
12588,41,1,214.9,4,1,1,411,Potential Loyalists ^-^
12589,30,2,646.68,4,2,3,423,Potential Loyalists ^-^
12590,6,2,9864.26,5,2,5,525,Potential Loyalists ^-^
12591,319,1,452.84999999999997,1,1,2,112,Lost Customers -_-
12592,67,2,437.6,3,2,2,322,Promising :)
12593,110,3,418.1,2,3,2,232,At Risk :(
12594,48,10,3338.22,3,5,5,355,Loyal Customers ;)
12596,37,2,618.27,4,2,3,423,Potential Loyalists ^-^
12597,21,4,3811.22,4,4,5,445,OG-Champions
12598,11,8,3023.08,5,5,5,555,OG-Champions
12599,34,7,1032.58,4,5,4,454,OG-Champions
12600,30,10,2599.04,4,5,5,455,OG-Champions
12601,40,5,577.06,4,4,3,443,OG-Champions
12602,1,1,153.12,5,1,1,511,Potential Loyalists ^-^
12603,23,1,739.2,4,1,3,413,Potential Loyalists ^-^
12604,81,2,254.17999999999998,3,2,2,322,Promising :)
12607,62,1,1579.51,3,1,4,314,Promising :)
12609,80,3,1126.85,3,3,4,334,Loyal Customers ;)
12610,24,5,2099.54,4,4,5,445,OG-Champions
12611,54,1,1193.32,3,1,4,314,Promising :)
12612,76,1,704.04,3,1,3,313,Promising :)
12613,59,5,3344.38,3,4,5,345,Loyal Customers ;)
12614,161,1,315.6,2,1,2,212,Lost Customers -_-
12615,73,4,2291.19,3,4,5,345,Loyal Customers ;)
12616,216,2,713.3,1,2,3,123,Lost Customers -_-
12617,61,1,355.53000000000003,3,1,2,312,Promising :)
12618,23,1,177.31,4,1,1,411,Potential Loyalists ^-^
12619,18,9,3641.24,5,5,5,555,OG-Champions
12620,16,3,1339.41,5,3,4,534,Loyal Customers ;)
12621,6,20,13689.67,5,5,5,555,OG-Champions
12622,234,1,180.1,1,1,1,111,Lost Customers -_-
12623,130,1,305.1,2,1,2,212,Lost Customers -_-
12624,108,2,641.13,2,2,3,223,Lost Customers -_-
12625,6,2,2683.82,5,2,5,525,Potential Loyalists ^-^
12626,25,9,6620.48,4,5,5,455,OG-Champions
12627,12,7,4478.53,5,5,5,555,OG-Champions
12628,183,3,786.46,2,3,3,233,At Risk :(
12630,11,2,1270.88,5,2,4,524,Potential Loyalists ^-^
12631,59,1,640.5,3,1,3,313,Promising :)
12633,1,4,2163.98,5,4,5,545,OG-Champions
12635,32,2,1689.18,4,2,4,424,Potential Loyalists ^-^
12637,93,8,6021.9,2,5,5,255,At Risk :(
12638,183,1,671.69,2,1,3,213,Lost Customers -_-
12639,240,1,486.1,1,1,2,112,Lost Customers -_-
12640,25,3,1174.58,4,3,4,434,Loyal Customers ;)
12641,117,1,185.9,2,1,1,211,Lost Customers -_-
12642,27,3,1013.26,4,3,4,434,Loyal Customers ;)
12643,40,6,3344.64,4,5,5,455,OG-Champions
12644,306,1,477.90999999999997,1,1,2,112,Lost Customers -_-
12645,111,4,1775.18,2,4,4,244,At Risk :(
12646,51,2,1346.97,3,2,4,324,Promising :)
12647,24,12,3722.82,4,5,5,455,OG-Champions
12648,126,1,318.05,2,1,2,212,Lost Customers -_-
12649,36,3,623.51,4,3,3,433,Loyal Customers ;)
12650,182,1,314.44,2,1,2,212,Lost Customers -_-
12651,101,1,114.0,2,1,1,211,Lost Customers -_-
12652,10,1,919.98,5,1,3,513,Potential Loyalists ^-^
12653,150,2,2209.85,2,2,5,225,Lost Customers -_-
12654,12,5,601.98,5,4,3,543,OG-Champions
12656,19,5,4051.17,5,4,5,545,OG-Champions
12657,13,4,1643.18,5,4,4,544,OG-Champions
12658,20,1,686.05,4,1,3,413,Potential Loyalists ^-^
12659,61,1,91.68,3,1,1,311,Promising :)
12660,13,1,245.1,5,1,1,511,Potential Loyalists ^-^
12662,24,11,3849.7799999999997,4,5,5,455,OG-Champions
12664,1,9,4881.88,5,5,5,555,OG-Champions
12665,326,1,63.0,1,1,1,111,Lost Customers -_-
12667,1,1,620.13,5,1,3,513,Potential Loyalists ^-^
12668,13,4,3807.15,5,4,5,545,OG-Champions
12669,4,3,2744.0299999999997,5,3,5,535,Loyal Customers ;)
12670,12,5,2996.05,5,4,5,545,OG-Champions
12672,331,1,225.9,1,1,1,111,Lost Customers -_-
12673,243,2,610.52,1,2,3,123,Lost Customers -_-
12674,93,4,1970.6,2,4,4,244,At Risk :(
12676,26,6,1331.3899999999999,4,5,4,454,OG-Champions
12678,44,12,17628.46,4,5,5,455,OG-Champions
12679,1,4,1113.02,5,4,4,544,OG-Champions
12680,32,4,862.81,4,4,3,443,OG-Champions
12681,16,22,13787.54,5,5,5,555,OG-Champions
12682,3,31,12288.22,5,5,5,555,OG-Champions
12683,6,15,8476.57,5,5,5,555,OG-Champions
12684,26,7,2283.63,4,5,5,455,OG-Champions
12685,30,6,2863.08,4,5,5,455,OG-Champions
12686,639,1,89.14,1,1,1,111,Lost Customers -_-
12688,115,1,4873.81,2,1,5,215,Lost Customers -_-
12689,27,2,1247.61,4,2,4,424,Potential Loyalists ^-^
12690,207,1,389.01,1,1,2,112,Lost Customers -_-
12691,1,6,1035.8,5,5,4,554,OG-Champions
12693,6,4,855.91,5,4,3,543,OG-Champions
12694,72,2,869.67,3,2,3,323,Promising :)
12695,109,4,582.1,2,4,3,243,At Risk :(
12697,30,3,957.59,4,3,4,434,Loyal Customers ;)
12700,128,4,4939.99,2,4,5,245,At Risk :(
12701,37,2,797.71,4,2,3,423,Potential Loyalists ^-^
12702,21,1,219.0,4,1,1,411,Potential Loyalists ^-^
12703,72,1,283.55,3,1,2,312,Promising :)
12704,24,8,2340.84,4,5,5,455,OG-Champions
12705,17,9,6868.29,5,5,5,555,OG-Champions
12707,293,1,603.42,1,1,3,113,Lost Customers -_-
12708,61,10,2712.91,3,5,5,355,Loyal Customers ;)
12709,1,15,9736.52,5,5,5,555,OG-Champions
12710,203,3,1149.02,1,3,4,134,At Risk :(
12712,10,13,4396.13,5,5,5,555,OG-Champions
12713,90,1,848.55,2,1,3,213,Lost Customers -_-
12714,11,5,4708.86,5,4,5,545,OG-Champions
12715,108,1,353.86,2,1,2,212,Lost Customers -_-
12716,135,2,1053.49,2,2,4,224,Lost Customers -_-
12717,34,2,1030.98,4,2,4,424,Potential Loyalists ^-^
12718,73,1,238.25,3,1,1,311,Promising :)
12719,215,2,644.95,1,2,3,123,Lost Customers -_-
12720,4,25,5781.73,5,5,5,555,OG-Champions
12721,81,6,2656.13,3,5,5,355,Loyal Customers ;)
12722,4,4,997.63,5,4,4,544,OG-Champions
12723,18,5,725.07,5,4,3,543,OG-Champions
12724,40,4,1031.41,4,4,4,444,OG-Champions
12725,639,1,427.8,1,1,2,112,Lost Customers -_-
12726,30,7,2609.1,4,5,5,455,OG-Champions
12727,12,7,3980.7,5,5,5,555,OG-Champions
12728,40,4,836.33,4,4,3,443,OG-Champions
12729,115,1,453.01,2,1,2,212,Lost Customers -_-
12731,25,12,18895.91,4,5,5,455,OG-Champions
12732,181,1,236.26,2,1,1,211,Lost Customers -_-
12733,236,1,383.95,1,1,2,112,Lost Customers -_-
12734,354,1,110.39999999999999,1,1,1,111,Lost Customers -_-
12735,193,2,779.5699999999999,1,2,3,123,Lost Customers -_-
12736,40,1,234.0,4,1,1,411,Potential Loyalists ^-^
12738,666,1,155.35,1,1,1,111,Lost Customers -_-
12739,80,2,1013.04,3,2,4,324,Promising :)
12740,154,1,427.6,2,1,2,212,Lost Customers -_-
12743,136,2,546.43,2,2,3,223,Lost Customers -_-
12744,53,7,21279.29,3,5,5,355,Loyal Customers ;)
12747,24,11,4196.01,4,5,5,455,OG-Champions
12748,5,209,33719.73,5,5,5,555,OG-Champions
12749,24,5,4090.88,4,4,5,445,OG-Champions
12750,278,1,275.88,1,1,2,112,Lost Customers -_-
12752,83,1,4366.78,3,1,5,315,Promising :)
12753,24,6,21429.39,4,5,5,455,OG-Champions
12754,161,3,3010.7400000000002,2,3,5,235,At Risk :(
12755,252,2,3811.9500000000003,1,2,5,125,Lost Customers -_-
12756,88,1,112.08,3,1,1,311,Promising :)
12757,5,13,7857.1,5,5,5,555,OG-Champions
12758,118,2,2791.59,2,2,5,225,Lost Customers -_-
12759,54,3,1531.44,3,3,4,334,Loyal Customers ;)
12762,27,2,1898.52,4,2,4,424,Potential Loyalists ^-^
12763,140,2,494.08,2,2,3,223,Lost Customers -_-
12764,318,1,1693.88,1,1,4,114,Lost Customers -_-
12766,59,7,6989.63,3,5,5,355,Loyal Customers ;)
12769,240,1,1143.6,1,1,4,114,Lost Customers -_-
12770,212,1,1351.45,1,1,4,114,Lost Customers -_-
12772,31,1,892.47,4,1,3,413,Potential Loyalists ^-^
12775,19,5,1386.04,5,4,4,544,OG-Champions
12778,21,6,822.23,4,5,3,453,OG-Champions
12779,200,8,3981.36,1,5,5,155,At Risk :(
12781,154,2,826.74,2,2,3,223,Lost Customers -_-
12782,151,5,2330.92,2,4,5,245,At Risk :(
12783,55,6,2225.91,3,5,5,355,Loyal Customers ;)
12784,11,2,574.42,5,2,3,523,Potential Loyalists ^-^
12785,425,1,311.95,1,1,2,112,Lost Customers -_-
12787,11,3,463.66,5,3,2,532,Loyal Customers ;)
12789,215,1,91.85,1,1,1,111,Lost Customers -_-
12790,194,1,324.91999999999996,1,1,2,112,Lost Customers -_-
12791,698,1,192.6,1,1,1,111,Lost Customers -_-
12792,258,1,400.53999999999996,1,1,2,112,Lost Customers -_-
12793,101,2,545.48,2,2,3,223,Lost Customers -_-
12794,55,2,860.41,3,2,3,323,Promising :)
12795,20,1,430.48,4,1,2,412,Potential Loyalists ^-^
12797,455,1,254.03,1,1,2,112,Lost Customers -_-
12798,12,3,6977.04,5,3,5,535,Loyal Customers ;)
12802,188,1,427.58,2,1,2,212,Lost Customers -_-
12808,127,3,483.65000000000003,2,3,2,232,At Risk :(
12809,179,1,489.31,2,1,2,212,Lost Customers -_-
12811,262,3,514.85,1,3,3,133,At Risk :(
12812,46,1,229.64,3,1,1,311,Promising :)
12814,103,1,125.92,2,1,1,211,Lost Customers -_-
12815,149,2,1063.46,2,2,4,224,Lost Customers -_-
12816,178,2,572.2,2,2,3,223,Lost Customers -_-
12817,283,1,166.04,1,1,1,111,Lost Customers -_-
12818,263,1,1542.08,1,1,4,114,Lost Customers -_-
12820,46,4,942.34,3,4,4,344,Loyal Customers ;)
12821,97,1,92.72,2,1,1,211,Lost Customers -_-
12822,72,2,948.88,3,2,4,324,Promising :)
12823,76,5,1759.5,3,4,4,344,Loyal Customers ;)
12824,31,1,397.12,4,1,2,412,Potential Loyalists ^-^
12826,61,7,1474.72,3,5,4,354,Loyal Customers ;)
12827,46,3,430.15,3,3,2,332,Loyal Customers ;)
12828,114,6,1018.7099999999999,2,5,4,254,At Risk :(
12829,163,2,293.0,2,2,2,222,Lost Customers -_-
12830,93,6,6814.639999999999,2,5,5,255,At Risk :(
12831,264,1,215.05,1,1,1,111,Lost Customers -_-
12832,153,2,383.03000000000003,2,2,2,222,Lost Customers -_-
12833,147,1,417.38,2,1,2,212,Lost Customers -_-
12834,311,1,312.38,1,1,2,112,Lost Customers -_-
12836,31,4,2612.86,4,4,5,445,OG-Champions
12837,175,1,134.1,2,1,1,211,Lost Customers -_-
12838,183,2,683.13,2,2,3,223,Lost Customers -_-
12839,13,14,5591.42,5,5,5,555,OG-Champions
12840,66,4,2726.77,3,4,5,345,Loyal Customers ;)
12841,5,25,4022.35,5,5,5,555,OG-Champions
12842,72,2,1118.99,3,2,4,324,Promising :)
12843,67,8,1702.26,3,5,4,354,Loyal Customers ;)
12844,61,2,325.96,3,2,2,322,Promising :)
12845,269,4,354.09000000000003,1,4,2,142,At Risk :(
12847,24,1,871.54,4,1,3,413,Potential Loyalists ^-^
12849,122,2,1050.89,2,2,4,224,Lost Customers -_-
12851,246,1,135.18,1,1,1,111,Lost Customers -_-
12852,296,1,311.55,1,1,2,112,Lost Customers -_-
12853,136,6,1957.1,2,5,4,254,At Risk :(
12854,7,3,1324.5,5,3,4,534,Loyal Customers ;)
12855,667,1,38.099999999999994,1,1,1,111,Lost Customers -_-
12856,20,6,2179.93,4,5,5,455,OG-Champions
12857,70,2,1106.4,3,2,4,324,Promising :)
12863,54,1,521.2,3,1,3,313,Promising :)
12864,140,1,147.12,2,1,1,211,Lost Customers -_-
12865,28,2,1568.23,4,2,4,424,Potential Loyalists ^-^
12866,342,1,559.12,1,1,3,113,Lost Customers -_-
12867,28,7,4036.82,4,5,5,455,OG-Champions
12868,10,6,1607.06,5,5,4,554,OG-Champions
12871,86,2,380.64,3,2,2,322,Promising :)
12872,328,2,599.97,1,2,3,123,Lost Customers -_-
12873,311,1,374.0,1,1,2,112,Lost Customers -_-
12875,145,2,343.23,2,2,2,222,Lost Customers -_-
12876,59,2,2218.02,3,2,5,325,Promising :)
12877,26,12,1535.77,4,5,4,454,OG-Champions
12878,238,2,854.99,1,2,3,123,Lost Customers -_-
12879,46,3,573.22,3,3,3,333,Loyal Customers ;)
12881,99,1,298.0,2,1,2,212,Lost Customers -_-
12882,11,2,1463.04,5,2,4,524,Potential Loyalists ^-^
12883,26,4,703.47,4,4,3,443,OG-Champions
12884,2,1,309.05,5,1,2,512,Potential Loyalists ^-^
12885,125,3,1175.22,2,3,4,234,At Risk :(
12886,250,2,1378.4,1,2,4,124,Lost Customers -_-
12888,97,2,354.12,2,2,2,222,Lost Customers -_-
12890,25,1,380.46999999999997,4,1,2,412,Potential Loyalists ^-^
12891,158,3,331.0,2,3,2,232,At Risk :(
12893,91,1,188.14,2,1,1,211,Lost Customers -_-
12895,44,2,372.8,4,2,2,422,Potential Loyalists ^-^
12897,39,2,216.5,4,2,1,421,Potential Loyalists ^-^
12901,12,28,17654.54,5,5,5,555,OG-Champions
12902,266,1,138.68,1,1,1,111,Lost Customers -_-
12904,20,2,509.58,4,2,3,423,Potential Loyalists ^-^
12906,13,5,2919.81,5,4,5,545,OG-Champions
12908,178,2,750.0,2,2,3,223,Lost Customers -_-
12909,41,5,2178.67,4,4,5,445,OG-Champions
12910,7,8,3075.04,5,5,5,555,OG-Champions
12912,16,5,1662.3,5,4,4,544,OG-Champions
12913,17,5,2483.63,5,4,5,545,OG-Champions
12915,150,2,363.65,2,2,2,222,Lost Customers -_-
12916,140,4,3006.15,2,4,5,245,At Risk :(
12917,278,1,594.0,1,1,3,113,Lost Customers -_-
12919,3,6,1335.19,5,5,4,554,OG-Champions
12920,19,1,164.23,5,1,1,511,Potential Loyalists ^-^
12921,11,37,16587.09,5,5,5,555,OG-Champions
12922,338,1,405.38,1,1,2,112,Lost Customers -_-
12923,184,1,176.97,2,1,1,211,Lost Customers -_-
12924,2,4,933.7,5,4,3,543,OG-Champions
12925,76,2,694.05,3,2,3,323,Promising :)
12928,7,5,2062.7,5,4,5,545,OG-Champions
12929,343,1,117.85,1,1,1,111,Lost Customers -_-
12930,80,2,415.8,3,2,2,322,Promising :)
12931,23,15,42055.96,4,5,5,455,OG-Champions
12933,26,3,607.53,4,3,3,433,Loyal Customers ;)
12935,28,7,2160.7,4,5,5,455,OG-Champions
12936,18,4,1063.9,5,4,4,544,OG-Champions
12937,17,4,1504.27,5,4,4,544,OG-Champions
12938,27,1,114.14,4,1,1,411,Potential Loyalists ^-^
12939,38,8,11581.8,4,5,5,455,OG-Champions
12940,56,2,913.54,3,2,3,323,Promising :)
12942,133,3,683.9,2,3,3,233,At Risk :(
12944,244,2,604.51,1,2,3,123,Lost Customers -_-
12945,290,1,462.95,1,1,2,112,Lost Customers -_-
12947,66,6,1603.99,3,5,4,354,Loyal Customers ;)
12948,18,7,2064.95,5,5,5,555,OG-Champions
12949,91,8,4167.22,2,5,5,255,At Risk :(
12950,26,3,1843.0,4,3,4,434,Loyal Customers ;)
12951,175,6,1064.07,2,5,4,254,At Risk :(
12952,45,4,1387.79,3,4,4,344,Loyal Customers ;)
12953,11,1,329.85,5,1,2,512,Potential Loyalists ^-^
12955,18,11,4757.16,5,5,5,555,OG-Champions
12956,192,1,108.07,1,1,1,111,Lost Customers -_-
12957,11,8,4017.54,5,5,5,555,OG-Champions
12962,115,2,266.39,2,2,2,222,Lost Customers -_-
12963,12,8,1856.6299999999999,5,5,4,554,OG-Champions
12965,32,1,771.91,4,1,3,413,Potential Loyalists ^-^
12966,11,1,160.18,5,1,1,511,Potential Loyalists ^-^
12967,359,2,1660.9,1,2,4,124,Lost Customers -_-
12968,114,1,135.95,2,1,1,211,Lost Customers -_-
12970,302,4,452.24,1,4,2,142,At Risk :(
12971,10,86,11189.91,5,5,5,555,OG-Champions
